,start Length,Time,Branches,Unit clauses removed,Pure clauses removed
0,6,0.015622138977050781,0,454,0
1,6,0.0,0,454,0
2,6,0.0,0,454,0
3,6,0.0,0,454,0
4,6,0.0,0,454,0
5,6,0.015620708465576172,0,454,0
6,4,0.0,0,452,0
7,4,0.0,0,452,0
8,4,0.015622615814208984,0,452,0
9,4,0.0,0,452,0
10,6,0.0,0,454,0
11,6,0.015620231628417969,0,454,0
12,4,0.0,0,452,0
13,6,0.0,0,454,0
14,6,0.015622138977050781,0,454,0
15,4,0.0,0,452,0
16,4,0.0,0,452,0
17,4,0.01562047004699707,0,452,0
18,4,0.0,0,452,0
19,6,0.0,0,454,0
