,start Length,Time,Branches,Unit clauses removed,Pure clauses removed
0,6,0.004014730453491211,0,454,0
1,6,0.002964496612548828,0,454,0
2,6,0.0029647350311279297,0,454,0
3,6,0.003988742828369141,0,454,0
4,6,0.003983259201049805,0,454,0
5,6,0.0039632320404052734,0,454,0
6,4,0.0040283203125,0,452,0
7,4,0.003984212875366211,0,452,0
8,4,0.003983497619628906,0,452,0
9,4,0.003988027572631836,0,452,0
10,6,0.004019260406494141,0,454,0
11,6,0.003988742828369141,0,454,0
12,4,0.003961086273193359,0,452,0
13,6,0.003989458084106445,0,454,0
14,6,0.003983736038208008,0,454,0
15,4,0.0039615631103515625,0,452,0
16,4,0.004035234451293945,0,452,0
17,4,0.004017353057861328,0,452,0
18,4,0.0029921531677246094,0,452,0
19,6,0.003993511199951172,0,454,0
